rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,1630,,,,,,,,,,,3.9608295604e+03,3.2922396183e+01,,,,,,,5.1614262421e+04,1.5499591827e-03,,
0,,,,,,,,,,,,4.9643914588e+01,3.2833832979e+01,,,,,,
1,,,,,,,,,,,,4.9581447363e+01,3.2875200033e+01,,,,,,
2,,,,,,,,,,,,4.9887595513e+01,3.2673452854e+01,,,,,,
3,,,,,,,,,,,,5.0329917392e+01,3.2386303902e+01,,,,,,
4,,,,,,,,,,,,4.9965199183e+01,3.2622705936e+01,,,,,,
5,,,,,,,,,,,,5.0159251208e+01,3.2496497869e+01,,,,,,
6,,,,,,,,,,,,4.9645156121e+01,3.2833011866e+01,,,,,,
7,,,,,,,,,,,,4.9777903696e+01,3.2745452881e+01,,,,,,
8,,,,,,,,,,,,4.9666583440e+01,3.2818846941e+01,,,,,,
9,,,,,,,,,,,,4.9808574848e+01,3.2725288868e+01,,,,,,
10,,,,,,,,,,,,4.9721303082e+01,3.2782728910e+01,,,,,,
11,,,,,,,,,,,,4.9890620061e+01,3.2671472073e+01,,,,,,
12,,,,,,,,,,,,4.9672213829e+01,3.2815126896e+01,,,,,,
13,,,,,,,,,,,,5.0008626024e+01,3.2594376802e+01,,,,,,
14,,,,,,,,,,,,5.0093990920e+01,3.2538832903e+01,,,,,,
15,,,,,,,,,,,,4.9540177589e+01,3.2902586937e+01,,,,,,
16,,,,,,,,,,,,5.0236953623e+01,3.2446234941e+01,,,,,,
17,,,,,,,,,,,,5.0843089429e+01,3.2059420824e+01,,,,,,
18,,,,,,,,,,,,4.9773957495e+01,3.2748049021e+01,,,,,,
19,,,,,,,,,,,,5.0013786149e+01,3.2591013908e+01,,,,,,
20,,,,,,,,,,,,5.2249233329e+01,3.1196630001e+01,,,,,,
21,,,,,,,,,,,,5.2346581745e+01,3.1138613939e+01,,,,,,
22,,,,,,,,,,,,5.2347534868e+01,3.1138046980e+01,,,,,,
23,,,,,,,,,,,,5.2833893343e+01,3.0851408005e+01,,,,,,
24,,,,,,,,,,,,5.2350041290e+01,3.1136556149e+01,,,,,,
25,,,,,,,,,,,,5.2572118287e+01,3.1005028009e+01,,,,,,
