access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,63,5.9050843000e+01,5.6345052958e+01,3.8391006746e+07,4.0234611434e+07
write,64,5.9058528900e+01,5.9030639172e+01,3.8386010526e+07,3.8404146454e+07
write,65,5.9051357985e+01,5.9030005932e+01,3.8390671940e+07,3.8404558431e+07
write,66,5.9058546066e+01,4.9833020926e+01,3.8385999368e+07,4.5492351656e+07
write,67,5.9052309990e+01,4.9833122969e+01,3.8390053029e+07,4.5492258501e+07
write,68,5.9052198887e+01,5.7696085930e+01,3.8390125258e+07,3.9292462833e+07
write,69,5.9049136877e+01,5.9030048847e+01,3.8392115988e+07,3.8404530511e+07
write,70,5.9059221029e+01,5.6225528955e+01,3.8385560671e+07,4.0320142009e+07
write,71,5.9055727959e+01,4.7292268991e+01,3.8387831128e+07,4.7936403990e+07
write,72,5.9051089048e+01,5.6344996214e+01,3.8390846783e+07,4.0234651954e+07
write,73,5.9051529884e+01,4.9833021164e+01,3.8390560184e+07,4.5492351438e+07
write,74,5.9058428049e+01,5.6225465059e+01,3.8386076076e+07,4.0320187830e+07
write,75,5.9053086996e+01,5.6225561142e+01,3.8389547902e+07,4.0320118927e+07
write,76,5.9066107035e+01,5.6344978094e+01,3.8381085631e+07,4.0234664893e+07
write,77,5.9065548897e+01,5.6225495815e+01,3.8381448312e+07,4.0320165774e+07
write,78,5.9053325891e+01,5.6225448847e+01,3.8389392600e+07,4.0320199456e+07
write,79,5.9052249908e+01,4.9833023071e+01,3.8390092088e+07,4.5492349697e+07
