access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,65,4.8602642059e+01,4.8580296993e+01,4.6643993329e+07,4.6665447770e+07
read,66,4.8603675842e+01,4.8580301046e+01,4.6643001228e+07,4.6665443877e+07
read,67,4.8601376057e+01,4.8580302954e+01,4.6645208345e+07,4.6665442045e+07
read,68,4.8603852034e+01,4.8580305099e+01,4.6642832145e+07,4.6665439983e+07
read,69,4.8601541996e+01,4.8580305099e+01,4.6645049085e+07,4.6665439983e+07
read,70,4.8603811026e+01,4.8580319881e+01,4.6642871498e+07,4.6665425784e+07
read,71,4.8601540089e+01,4.8580317974e+01,4.6645050915e+07,4.6665427616e+07
read,72,4.8604096889e+01,4.8580303907e+01,4.6642597169e+07,4.6665441129e+07
read,73,4.8600836039e+01,4.8580306053e+01,4.6645726633e+07,4.6665439067e+07
read,74,4.8602899075e+01,4.8580306053e+01,4.6643746673e+07,4.6665439067e+07
read,75,4.8601425171e+01,4.8580307007e+01,4.6645161207e+07,4.6665438151e+07
read,76,4.8600692034e+01,4.8580296993e+01,4.6645864845e+07,4.6665447770e+07
read,77,4.8601305962e+01,4.8580296993e+01,4.6645275619e+07,4.6665447770e+07
read,78,4.8603646040e+01,4.8580298901e+01,4.6643029828e+07,4.6665445938e+07
read,79,4.8601782084e+01,4.8580297947e+01,4.6644818663e+07,4.6665446854e+07
