access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,350,9.4033761024e+01,9.3937704086e+01,5.6854259383e+06,5.6912396274e+06
read,351,9.4033728123e+01,9.3937708139e+01,5.6854279275e+06,5.6912393818e+06
read,352,9.4033755064e+01,9.3937709093e+01,5.6854262986e+06,5.6912393240e+06
read,353,9.4033750057e+01,9.3937709093e+01,5.6854266013e+06,5.6912393240e+06
read,354,9.4033767939e+01,9.3937708855e+01,5.6854255202e+06,5.6912393385e+06
read,355,9.4033754110e+01,9.3937707901e+01,5.6854263563e+06,5.6912393963e+06
read,356,9.4033699036e+01,9.3937707901e+01,5.6854296862e+06,5.6912393963e+06
read,357,9.4033688068e+01,9.3937705994e+01,5.6854303493e+06,5.6912395118e+06
read,358,9.4033720970e+01,9.3937707901e+01,5.6854283600e+06,5.6912393963e+06
read,359,9.4033754110e+01,9.3937707901e+01,5.6854263563e+06,5.6912393963e+06
read,360,9.4033957005e+01,9.3937756062e+01,5.6854140890e+06,5.6912364784e+06
read,361,9.4033691883e+01,9.3937757015e+01,5.6854301187e+06,5.6912364207e+06
read,362,9.4035287857e+01,9.3937757969e+01,5.6853336251e+06,5.6912363629e+06
read,363,9.4033993006e+01,9.3937758923e+01,5.6854119123e+06,5.6912363051e+06
read,364,9.4033757925e+01,9.3937757969e+01,5.6854261256e+06,5.6912363629e+06
read,365,9.4033753872e+01,9.3937758923e+01,5.6854263707e+06,5.6912363051e+06
read,366,9.4033741951e+01,9.3937757969e+01,5.6854270915e+06,5.6912363629e+06
read,367,9.4033990860e+01,9.3937757969e+01,5.6854120421e+06,5.6912363629e+06
read,368,9.4033924818e+01,9.3937757015e+01,5.6854160351e+06,5.6912364207e+06
read,369,9.4033738852e+01,9.3937757969e+01,5.6854272789e+06,5.6912363629e+06
read,370,9.4033751011e+01,9.3937758923e+01,5.6854265437e+06,5.6912363051e+06
read,371,9.4033955812e+01,9.3937759876e+01,5.6854141611e+06,5.6912362473e+06
read,372,9.4033949852e+01,9.3937757969e+01,5.6854145215e+06,5.6912363629e+06
read,373,9.4033849955e+01,9.3937757969e+01,5.6854205614e+06,5.6912363629e+06
read,374,9.4033746004e+01,9.3937758923e+01,5.6854268464e+06,5.6912363051e+06
read,375,9.4033755064e+01,9.3937754154e+01,5.6854262986e+06,5.6912365940e+06
read,376,9.4033816814e+01,9.3937759876e+01,5.6854225651e+06,5.6912362473e+06
read,377,9.4033749819e+01,9.3937761068e+01,5.6854266158e+06,5.6912361751e+06
read,378,9.4033973932e+01,9.3937759876e+01,5.6854130655e+06,5.6912362473e+06
read,379,9.4033993006e+01,9.3937759876e+01,5.6854119123e+06,5.6912362473e+06
read,380,9.4033742905e+01,9.3937759876e+01,5.6854270338e+06,5.6912362473e+06
read,381,9.4033936024e+01,9.3937761068e+01,5.6854153575e+06,5.6912361751e+06
read,382,9.4033741951e+01,9.3937761068e+01,5.6854270915e+06,5.6912361751e+06
read,383,9.4033701897e+01,9.3937759876e+01,5.6854295132e+06,5.6912362473e+06
read,384,9.4033735991e+01,9.3937760115e+01,5.6854274518e+06,5.6912362329e+06
read,385,9.4033957958e+01,9.3937760115e+01,5.6854140314e+06,5.6912362329e+06
read,386,9.4033854961e+01,9.3937760115e+01,5.6854202587e+06,5.6912362329e+06
read,387,9.4033685923e+01,9.3937760115e+01,5.6854304790e+06,5.6912362329e+06
read,388,9.4033739805e+01,9.3937760115e+01,5.6854272212e+06,5.6912362329e+06
read,389,9.4033735991e+01,9.3937760115e+01,5.6854274518e+06,5.6912362329e+06
read,390,9.4033747911e+01,9.3937758923e+01,5.6854267311e+06,5.6912363051e+06
read,391,9.4033988953e+01,9.3937757015e+01,5.6854121574e+06,5.6912364207e+06
read,392,9.4033747911e+01,9.3937757969e+01,5.6854267311e+06,5.6912363629e+06
read,393,9.4033993006e+01,9.3937757969e+01,5.6854119123e+06,5.6912363629e+06
read,394,9.4033757925e+01,9.3937757969e+01,5.6854261256e+06,5.6912363629e+06
read,395,9.4033984900e+01,9.3937758923e+01,5.6854124025e+06,5.6912363051e+06
read,396,9.4033885956e+01,9.3937758923e+01,5.6854183847e+06,5.6912363051e+06
read,397,9.4033990860e+01,9.3937757969e+01,5.6854120421e+06,5.6912363629e+06
read,398,9.4033919811e+01,9.3937758923e+01,5.6854163378e+06,5.6912363051e+06
read,399,9.4033726931e+01,9.3937757969e+01,5.6854279996e+06,5.6912363629e+06
read,400,9.4033873796e+01,9.3937757969e+01,5.6854191199e+06,5.6912363629e+06
read,401,9.4033763885e+01,9.3937757969e+01,5.6854257653e+06,5.6912363629e+06
read,402,9.4033948898e+01,9.3937758923e+01,5.6854145791e+06,5.6912363051e+06
read,403,9.4033763885e+01,9.3937758923e+01,5.6854257653e+06,5.6912363051e+06
read,404,9.4033797979e+01,9.3937758923e+01,5.6854237039e+06,5.6912363051e+06
read,405,9.4033980846e+01,9.3937760115e+01,5.6854126475e+06,5.6912362329e+06
read,406,9.4033809900e+01,9.3937758923e+01,5.6854229831e+06,5.6912363051e+06
read,407,9.4033751011e+01,9.3937760115e+01,5.6854265437e+06,5.6912362329e+06
read,408,9.4033824921e+01,9.3937758923e+01,5.6854220750e+06,5.6912363051e+06
read,409,9.4033963919e+01,9.3937760115e+01,5.6854136710e+06,5.6912362329e+06
read,410,9.4033741951e+01,9.3937758923e+01,5.6854270915e+06,5.6912363051e+06
read,411,9.4033765793e+01,9.3937760115e+01,5.6854256499e+06,5.6912362329e+06
read,412,9.4033900976e+01,9.3937760115e+01,5.6854174766e+06,5.6912362329e+06
read,413,9.4033913851e+01,9.3937760115e+01,5.6854166982e+06,5.6912362329e+06
read,414,9.4033835888e+01,9.3937760115e+01,5.6854214119e+06,5.6912362329e+06
read,415,9.4033734798e+01,9.3937760115e+01,5.6854275239e+06,5.6912362329e+06
read,416,9.4033681870e+01,9.3937760115e+01,5.6854307241e+06,5.6912362329e+06
read,417,9.4033734798e+01,9.3937760115e+01,5.6854275239e+06,5.6912362329e+06
read,418,9.4033778906e+01,9.3937760115e+01,5.6854248571e+06,5.6912362329e+06
read,419,9.4033975840e+01,9.3937761068e+01,5.6854129502e+06,5.6912361751e+06
read,420,9.4033959866e+01,9.3937758923e+01,5.6854139160e+06,5.6912363051e+06
read,421,9.4033988953e+01,9.3937758923e+01,5.6854121574e+06,5.6912363051e+06
read,422,9.4033991814e+01,9.3937757969e+01,5.6854119844e+06,5.6912363629e+06
read,423,9.4033734798e+01,9.3937757969e+01,5.6854275239e+06,5.6912363629e+06
read,424,9.4033757925e+01,9.3937757969e+01,5.6854261256e+06,5.6912363629e+06
read,425,9.4033753872e+01,9.3937757969e+01,5.6854263707e+06,5.6912363629e+06
read,426,9.4033741951e+01,9.3937757969e+01,5.6854270915e+06,5.6912363629e+06
read,427,9.4033989906e+01,9.3937758923e+01,5.6854120997e+06,5.6912363051e+06
read,428,9.4033761024e+01,9.3937758923e+01,5.6854259383e+06,5.6912363051e+06
read,429,9.4033940792e+01,9.3937758923e+01,5.6854150692e+06,5.6912363051e+06
read,430,9.4033737898e+01,9.3937757969e+01,5.6854273365e+06,5.6912363629e+06
read,431,9.4033954859e+01,9.3937757969e+01,5.6854142188e+06,5.6912363629e+06
read,432,9.4033761024e+01,9.3937757969e+01,5.6854259383e+06,5.6912363629e+06
read,433,9.4033762932e+01,9.3937757969e+01,5.6854258229e+06,5.6912363629e+06
read,434,9.4033745050e+01,9.3937757969e+01,5.6854269041e+06,5.6912363629e+06
read,435,9.4033754826e+01,9.3937761068e+01,5.6854263130e+06,5.6912361751e+06
read,436,9.4033804893e+01,9.3937761068e+01,5.6854232859e+06,5.6912361751e+06
read,437,9.4033748865e+01,9.3937758923e+01,5.6854266734e+06,5.6912363051e+06
read,438,9.4033823013e+01,9.3937758923e+01,5.6854221903e+06,5.6912363051e+06
read,439,9.4033962965e+01,9.3937758923e+01,5.6854137286e+06,5.6912363051e+06
read,440,9.4033881903e+01,9.3937760115e+01,5.6854186298e+06,5.6912362329e+06
read,441,9.4033930063e+01,9.3937757969e+01,5.6854157179e+06,5.6912363629e+06
read,442,9.4033892870e+01,9.3937759161e+01,5.6854179667e+06,5.6912362907e+06
read,443,9.4033908844e+01,9.3937759161e+01,5.6854170009e+06,5.6912362907e+06
read,444,9.4033735037e+01,9.3937759161e+01,5.6854275095e+06,5.6912362907e+06
read,445,9.4033735037e+01,9.3937757969e+01,5.6854275095e+06,5.6912363629e+06
read,446,9.4033859968e+01,9.3937759161e+01,5.6854199560e+06,5.6912362907e+06
read,447,9.4033694983e+01,9.3937759161e+01,5.6854299313e+06,5.6912362907e+06
read,448,9.4033789873e+01,9.3937759161e+01,5.6854241940e+06,5.6912362907e+06
read,449,9.4033709049e+01,9.3937759161e+01,5.6854290808e+06,5.6912362907e+06
read,450,9.4033958912e+01,9.3937759876e+01,5.6854139737e+06,5.6912362473e+06
read,451,9.4033702850e+01,9.3937757969e+01,5.6854294556e+06,5.6912363629e+06
read,452,9.4033746004e+01,9.3937758923e+01,5.6854268464e+06,5.6912363051e+06
read,453,9.4033992052e+01,9.3937757015e+01,5.6854119700e+06,5.6912364207e+06
read,454,9.4033951998e+01,9.3937757969e+01,5.6854143917e+06,5.6912363629e+06
read,455,9.4033752918e+01,9.3937773943e+01,5.6854264284e+06,5.6912353951e+06
read,456,9.4033876896e+01,9.3937773943e+01,5.6854189325e+06,5.6912353951e+06
read,457,9.4033756971e+01,9.3937770128e+01,5.6854261833e+06,5.6912356262e+06
read,458,9.4033921003e+01,9.3937771082e+01,5.6854162657e+06,5.6912355684e+06
read,459,9.4033755064e+01,9.3937770128e+01,5.6854262986e+06,5.6912356262e+06
read,460,9.4033872128e+01,9.3937770128e+01,5.6854192208e+06,5.6912356262e+06
read,461,9.4033761024e+01,9.3937757015e+01,5.6854259383e+06,5.6912364207e+06
read,462,9.4033739090e+01,9.3937756062e+01,5.6854272644e+06,5.6912364784e+06
read,463,9.4033845186e+01,9.3937757969e+01,5.6854208497e+06,5.6912363629e+06
read,464,9.4033742189e+01,9.3937758923e+01,5.6854270771e+06,5.6912363051e+06
read,465,9.4033982038e+01,9.3937759161e+01,5.6854125754e+06,5.6912362907e+06
read,466,9.4033766031e+01,9.3937759161e+01,5.6854256355e+06,5.6912362907e+06
read,467,9.4033966064e+01,9.3937760115e+01,5.6854135412e+06,5.6912362329e+06
read,468,9.4033700943e+01,9.3937757015e+01,5.6854295709e+06,5.6912364207e+06
read,469,9.4033719063e+01,9.3937758207e+01,5.6854284753e+06,5.6912363484e+06
read,470,9.4033972025e+01,9.3937756062e+01,5.6854131809e+06,5.6912364784e+06
read,471,9.4033764839e+01,9.3937756062e+01,5.6854257076e+06,5.6912364784e+06
read,472,9.4033901930e+01,9.3937754154e+01,5.6854174189e+06,5.6912365940e+06
read,473,9.4033903837e+01,9.3937755108e+01,5.6854173036e+06,5.6912365362e+06
read,474,9.4033839941e+01,9.3937757015e+01,5.6854211668e+06,5.6912364207e+06
read,475,9.4033734083e+01,9.3937756062e+01,5.6854275672e+06,5.6912364784e+06
read,476,9.4033691883e+01,9.3937755108e+01,5.6854301187e+06,5.6912365362e+06
read,477,9.4033967018e+01,9.3937755108e+01,5.6854134836e+06,5.6912365362e+06
read,478,9.4033782959e+01,9.3937757015e+01,5.6854246121e+06,5.6912364207e+06
read,479,9.4033977032e+01,9.3937753201e+01,5.6854128782e+06,5.6912366518e+06
