rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,189,,,,,,,,,,,,,,,6.2248914490e+03,1.4573748112e+01,,,,,,
0,,,,,,,,,,,,,,,,1.3419948028e+01,1.4083512068e+01,,
1,,,,,,,,,,,,,,,,1.3179080027e+01,1.4340909958e+01,,
2,,,,,,,,,,,,,,,,1.3270630403e+01,1.4241976023e+01,,
3,,,,,,,,,,,,,,,,1.3180315227e+01,1.4339565992e+01,,
4,,,,,,,,,,,,,,,,1.3238168785e+01,1.4276899099e+01,,
5,,,,,,,,,,,,,,,,1.3177568390e+01,1.4342555046e+01,,
6,,,,,,,,,,,,,,,,1.4019906086e+01,1.3480832100e+01,,
7,,,,,,,,,,,,,,,,1.3365622814e+01,1.4140755177e+01,,
8,,,,,,,,,,,,,,,,1.3295861861e+01,1.4214949131e+01,,
9,,,,,,,,,,,,,,,,1.3394723227e+01,1.4110033989e+01,,
10,,,,,,,,,,,,,,,,1.3292065422e+01,1.4219009161e+01,,
11,,,,,,,,,,,,,,,,1.3390269591e+01,1.4114727020e+01,,
12,,,,,,,,,,,,,,,,1.3229008369e+01,1.4286785126e+01,,
13,,,,,,,,,,,,,,,,1.3289333747e+01,1.4221931934e+01,,
14,,,,,,,,,,,,,,,,1.3585335292e+01,1.3912060022e+01,,
15,,,,,,,,,,,,,,,,1.3192659114e+01,1.4326148987e+01,,
16,,,,,,,,,,,,,,,,1.3166800017e+01,1.4354285002e+01,,
17,,,,,,,,,,,,,,,,1.3511000880e+01,1.3988600969e+01,,
18,,,,,,,,,,,,,,,,1.3254281765e+01,1.4259542942e+01,,
19,,,,,,,,,,,,,,,,1.3235333920e+01,1.4279957056e+01,,
20,,,,,,,,,,,,,,,,1.3205871310e+01,1.4311815977e+01,,
21,,,,,,,,,,,,,,,,1.3287646147e+01,1.4223738194e+01,,
22,,,,,,,,,,,,,,,,1.3289701797e+01,1.4221538067e+01,,
23,,,,,,,,,,,,,,,,1.3216794279e+01,1.4299988031e+01,,
24,,,,,,,,,,,,,,,,1.3398458745e+01,1.4106100082e+01,,
25,,,,,,,,,,,,,,,,1.3358482149e+01,1.4148313999e+01,,
26,,,,,,,,,,,,,,,,1.3166072677e+01,1.4355077982e+01,,
27,,,,,,,,,,,,,,,,1.3169148563e+01,1.4351725101e+01,,
28,,,,,,,,,,,,,,,,1.3176388677e+01,1.4343839169e+01,,
29,,,,,,,,,,,,,,,,1.3231563792e+01,1.4284025908e+01,,
30,,,,,,,,,,,,,,,,1.3399602456e+01,1.4104896069e+01,,
31,,,,,,,,,,,,,,,,1.3173167993e+01,1.4347346067e+01,,
32,,,,,,,,,,,,,,,,1.3628786129e+01,1.3867706060e+01,,
33,,,,,,,,,,,,,,,,1.3542656646e+01,1.3955902815e+01,,
34,,,,,,,,,,,,,,,,1.3237409666e+01,1.4277717829e+01,,
35,,,,,,,,,,,,,,,,1.3597946937e+01,1.3899157047e+01,,
36,,,,,,,,,,,,,,,,1.3407204829e+01,1.4096898079e+01,,
37,,,,,,,,,,,,,,,,1.3161395003e+01,1.4360179901e+01,,
38,,,,,,,,,,,,,,,,1.3212792672e+01,1.4304318905e+01,,
39,,,,,,,,,,,,,,,,1.3261725636e+01,1.4251538992e+01,,
40,,,,,,,,,,,,,,,,1.3455190424e+01,1.4046623945e+01,,
41,,,,,,,,,,,,,,,,1.3438466191e+01,1.4064105034e+01,,
42,,,,,,,,,,,,,,,,1.3393531016e+01,1.4111289978e+01,,
43,,,,,,,,,,,,,,,,1.3243876676e+01,1.4270745993e+01,,
44,,,,,,,,,,,,,,,,1.3161873351e+01,1.4359658003e+01,,
45,,,,,,,,,,,,,,,,1.3175411510e+01,1.4344902992e+01,,
46,,,,,,,,,,,,,,,,1.3195722615e+01,1.4322823048e+01,,
47,,,,,,,,,,,,,,,,1.3251591515e+01,1.4262437820e+01,,
48,,,,,,,,,,,,,,,,1.3174713436e+01,1.4345663071e+01,,
49,,,,,,,,,,,,,,,,1.3582548783e+01,1.3914914131e+01,,
50,,,,,,,,,,,,,,,,1.3180322459e+01,1.4339558125e+01,,
51,,,,,,,,,,,,,,,,1.3449526702e+01,1.4052539110e+01,,
52,,,,,,,,,,,,,,,,1.3171697324e+01,1.4348948002e+01,,
53,,,,,,,,,,,,,,,,1.3298429124e+01,1.4212204933e+01,,
54,,,,,,,,,,,,,,,,1.3490369774e+01,1.4009994030e+01,,
55,,,,,,,,,,,,,,,,1.3204454035e+01,1.4313352108e+01,,
56,,,,,,,,,,,,,,,,1.3524747278e+01,1.3974383116e+01,,
57,,,,,,,,,,,,,,,,1.3226572661e+01,1.4289416075e+01,,
58,,,,,,,,,,,,,,,,1.3225433362e+01,1.4290647030e+01,,
59,,,,,,,,,,,,,,,,1.3342009664e+01,1.4165781975e+01,,
60,,,,,,,,,,,,,,,,1.3299507180e+01,1.4211052895e+01,,
61,,,,,,,,,,,,,,,,5.0958535045e+01,3.7088978291e+00,,
62,,,,,,,,,,,,,,,,1.3268547112e+01,1.4244212151e+01,,
63,,,,,,,,,,,,,,,,1.3268238862e+01,1.4244543076e+01,,
64,,,,,,,,,,,,,,,,1.3167890739e+01,1.4353096008e+01,,
65,,,,,,,,,,,,,,,,1.3312348172e+01,1.4197345018e+01,,
66,,,,,,,,,,,,,,,,1.3736718990e+01,1.3758744001e+01,,
67,,,,,,,,,,,,,,,,1.3259057201e+01,1.4254407167e+01,,
68,,,,,,,,,,,,,,,,1.3240607881e+01,1.4274269104e+01,,
