access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,326,7.4469227219e+02,6.4707065201e+02,7.1790993940e+05,8.2621887168e+05
write,327,7.4469227695e+02,7.0058638501e+02,7.1790993481e+05,7.6310644260e+05
write,328,7.4469235706e+02,4.7150597596e+02,7.1790985758e+05,1.1338604626e+06
write,329,7.4469226599e+02,7.2569680500e+02,7.1790994538e+05,7.3670158159e+05
write,330,7.4469228101e+02,7.1408086681e+02,7.1790993090e+05,7.4868549046e+05
write,331,7.4469229317e+02,6.9938906980e+02,7.1790991918e+05,7.6441283842e+05
write,332,7.4469235611e+02,7.3603044200e+02,7.1790985850e+05,7.2635852200e+05
write,333,7.4469228005e+02,7.3497552299e+02,7.1790993182e+05,7.2740107292e+05
write,334,7.4469228816e+02,6.7177154803e+02,7.1790992400e+05,7.9583898063e+05
write,335,7.4469229102e+02,6.2863213396e+02,7.1790992125e+05,8.5045284057e+05
write,336,7.4469234419e+02,7.2093966603e+02,7.1790986999e+05,7.4156272597e+05
write,337,7.4469221807e+02,7.2494419193e+02,7.1790999158e+05,7.3746640079e+05
write,338,7.4469227409e+02,3.7481534982e+02,7.1790993757e+05,1.4263609648e+06
write,339,7.4469225407e+02,7.2967491984e+02,7.1790995687e+05,7.3268515809e+05
write,340,7.4469225717e+02,6.3105928302e+02,7.1790995388e+05,8.4718187084e+05
write,341,7.4469225621e+02,7.0995303011e+02,7.1790995480e+05,7.5303852695e+05
write,342,7.4469227004e+02,6.8391499996e+02,7.1790994147e+05,7.8170822987e+05
write,343,7.4469215608e+02,6.9221480298e+02,7.1791005134e+05,7.7233538159e+05
write,344,7.4469226217e+02,5.6824526787e+02,7.1790994906e+05,9.4082962803e+05
write,345,7.4469217014e+02,6.8391501713e+02,7.1791003778e+05,7.8170821025e+05
