access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,85,4.7585500002e+01,4.7343350887e+01,1.1061881287e+07,1.1118459977e+07
read,86,4.7614278078e+01,4.7343354940e+01,1.1055195484e+07,1.1118459025e+07
read,87,4.7544964075e+01,4.7343354940e+01,1.1071312435e+07,1.1118459025e+07
read,88,4.7582185030e+01,4.7343356133e+01,1.1062651950e+07,1.1118458745e+07
read,89,4.7531041145e+01,4.7343356133e+01,1.1074555476e+07,1.1118458745e+07
read,90,4.7512189865e+01,4.7343313217e+01,1.1078949497e+07,1.1118468823e+07
read,91,4.7545189857e+01,4.7343310118e+01,1.1071259860e+07,1.1118469551e+07
read,92,4.7580213785e+01,4.7343309164e+01,1.1063110275e+07,1.1118469775e+07
read,93,4.7520560980e+01,4.7343302011e+01,1.1076997854e+07,1.1118471455e+07
read,94,4.7577699900e+01,4.7343307018e+01,1.1063694822e+07,1.1118470279e+07
read,95,4.7516702890e+01,4.7343308210e+01,1.1077897244e+07,1.1118469999e+07
read,96,4.7608776808e+01,4.7343302011e+01,1.1056472930e+07,1.1118471455e+07
read,97,4.7544166803e+01,4.7343308210e+01,1.1071498091e+07,1.1118469999e+07
read,98,4.7518329859e+01,4.7343309164e+01,1.1077517951e+07,1.1118469775e+07
read,99,4.7556302786e+01,4.7343313932e+01,1.1068672735e+07,1.1118468655e+07
read,100,4.7599621773e+01,4.7343312025e+01,1.1058599468e+07,1.1118469103e+07
read,101,4.7542696953e+01,4.7343307018e+01,1.1071840382e+07,1.1118470279e+07
read,102,4.7599567890e+01,4.7343307972e+01,1.1058611986e+07,1.1118470055e+07
read,103,4.7575680017e+01,4.7343307972e+01,1.1064164544e+07,1.1118470055e+07
read,104,4.7569810867e+01,4.7343307972e+01,1.1065529637e+07,1.1118470055e+07
read,105,4.7603856087e+01,4.7343356133e+01,1.1057615817e+07,1.1118458745e+07
read,106,4.7543359041e+01,4.7343357086e+01,1.1071686196e+07,1.1118458521e+07
read,107,4.7562333107e+01,4.7343357086e+01,1.1067269362e+07,1.1118458521e+07
read,108,4.7558418036e+01,4.7343354940e+01,1.1068180435e+07,1.1118459025e+07
read,109,4.7510928154e+01,4.7343353987e+01,1.1079243712e+07,1.1118459249e+07
read,110,4.7505412102e+01,4.7343353987e+01,1.1080530169e+07,1.1118459249e+07
read,111,4.7575179100e+01,4.7343354940e+01,1.1064281038e+07,1.1118459025e+07
